date,rented_bike_count,hour,temp_celcius,humidity_percent,wind_speed_m_per_s,visibility_10m,dew_point_temp_celcius,solar_radiation_mj_per_m2,rainfall_mm,snowfall_cm,seasons,holiday,functioning_day
06/29/2018,308,6,219,97,2,0.08261530663963508,213,0.0,4.5,0.0,Summer,No Holiday,Yes
06/29/2018,883,7,220,97,9,0.12265585402939685,214,0.03,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,2028,8,222,95,16,0.183476938672073,213,0.26,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,1195,9,229,86,17,0.25899645210339584,204,0.76,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,913,10,244,76,21,0.29903699949315765,198,1.58,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,956,11,248,74,18,0.3127217435377598,198,1.41,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,1168,12,261,67,22,0.3705017739483021,194,2.15,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,1117,13,268,65,20,0.35732387227572227,196,2.37,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,1175,14,278,57,21,0.3715154586923467,184,2.62,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,1209,15,284,63,28,0.36239229599594525,206,2.47,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,1554,16,290,57,23,0.486568677141409,196,2.36,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,2099,17,285,60,26,0.5002534211860111,199,1.33,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,3113,18,281,60,19,0.4723770907247846,195,1.05,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,2602,19,271,64,11,0.4064875823618855,196,0.28,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,2339,20,262,70,15,0.3877344145970603,202,0.12,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,2225,21,252,75,14,0.3127217435377598,204,0.0,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,2103,22,242,80,13,0.23973644196654842,205,0.0,0.0,0.0,Summer,No Holiday,Yes
06/29/2018,1552,23,235,83,14,0.20729853015712113,204,0.0,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,1275,0,230,84,19,0.17638114546376077,201,0.0,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,1070,1,226,85,3,0.1500253421186011,199,0.0,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,859,2,222,88,10,0.1358337557019767,201,0.0,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,625,3,219,88,9,0.12519006588950837,198,0.0,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,382,4,217,93,1,0.10998479472883933,205,0.0,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,247,5,217,88,6,0.13279270146984287,196,0.0,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,310,6,221,85,5,0.1398884946781551,194,0.01,0.1,0.0,Summer,No Holiday,Yes
06/30/2018,468,7,225,86,6,0.13786112519006588,200,0.07,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,825,8,234,81,5,0.1449569183983781,199,0.37,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,862,9,242,81,9,0.1358337557019767,207,0.53,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,933,10,251,73,9,0.16776482513938165,199,0.66,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,871,11,264,71,10,0.20425747592498733,207,1.36,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,858,12,252,94,28,0.07045108971109985,241,0.39,6.4,0.0,Summer,No Holiday,Yes
06/30/2018,1144,13,256,87,17,0.1839837810440953,232,0.71,3.5,0.0,Summer,No Holiday,Yes
06/30/2018,1235,14,275,69,5,0.35935124176381145,212,1.84,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,1311,15,278,71,9,0.3578307146477446,220,0.93,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,1317,16,279,69,5,0.4323365433350228,216,0.61,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,1291,17,274,75,23,0.29853015712113534,225,0.46,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,306,18,275,79,5,0.6132792701469842,235,0.65,0.5,0.0,Summer,No Holiday,Yes
06/30/2018,481,19,243,95,5,0.4718702483527623,234,0.11,4.0,0.0,Summer,No Holiday,Yes
06/30/2018,778,20,242,88,8,0.633046122655854,220,0.06,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,1005,21,239,84,7,0.772934617334009,210,0.0,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,1107,22,234,88,9,0.5707045108971109,212,0.0,0.0,0.0,Summer,No Holiday,Yes
06/30/2018,919,23,229,92,6,0.4875823618854536,215,0.0,0.0,0.0,Summer,No Holiday,Yes
01/07/2018,865,0,226,88,2,0.6244298023314748,205,0.0,0.0,0.0,Summer,No Holiday,Yes
01/07/2018,740,1,227,87,5,0.5296502787633045,204,0.0,0.0,0.0,Summer,No Holiday,Yes
01/07/2018,586,2,227,87,5,0.5879371515458692,204,0.0,0.0,0.0,Summer,No Holiday,Yes
01/07/2018,368,3,227,86,7,0.7237709072478459,202,0.0,0.0,0.0,Summer,No Holiday,Yes
01/07/2018,211,4,227,85,7,0.7704004054738975,200,0.0,0.0,0.0,Summer,No Holiday,Yes
01/07/2018,54,5,226,86,5,0.5316776482513937,201,0.0,0.1,0.0,Summer,No Holiday,Yes
01/07/2018,60,6,223,93,6,0.6259503294475418,211,0.01,0.4,0.0,Summer,No Holiday,Yes
01/07/2018,25,7,221,89,5,0.8058793715154586,201,0.08,0.5,0.0,Summer,No Holiday,Yes
01/07/2018,20,8,221,93,5,0.3943233654333502,209,0.14,1.0,0.0,Summer,No Holiday,Yes
01/07/2018,9,9,221,94,9,0.30258489609731376,210,0.22,1.5,0.0,Summer,No Holiday,Yes
01/07/2018,13,10,216,97,5,0.12113532691332995,210,0.13,12.0,0.0,Summer,No Holiday,Yes
01/07/2018,11,11,212,97,12,0.039533705017739486,206,0.15,18.5,0.0,Summer,No Holiday,Yes
01/07/2018,9,12,211,97,12,0.31728332488596045,205,0.17,7.5,0.0,Summer,No Holiday,Yes
01/07/2018,30,13,212,97,11,0.3715154586923467,206,0.2,3.5,0.0,Summer,No Holiday,Yes
01/07/2018,14,14,215,97,7,0.7577293461733401,209,0.29,1.0,0.0,Summer,No Holiday,Yes
01/07/2018,51,15,218,97,7,0.15053218449062342,212,0.14,5.5,0.0,Summer,No Holiday,Yes
01/07/2018,41,16,222,97,11,0.8707551951343132,216,0.25,1.0,0.0,Summer,No Holiday,Yes
01/07/2018,25,17,224,96,4,0.8281804358844399,217,0.21,1.5,0.0,Summer,No Holiday,Yes
01/07/2018,17,18,222,96,12,0.32742017232640647,215,0.09,3.5,0.0,Summer,No Holiday,Yes
01/07/2018,18,19,219,96,12,0.2442980233147491,212,0.01,5.5,0.0,Summer,No Holiday,Yes
01/07/2018,16,20,219,97,11,0.25696908261530665,213,0.0,6.0,0.0,Summer,No Holiday,Yes
01/07/2018,17,21,218,97,6,0.33705017739483023,212,0.0,3.5,0.0,Summer,No Holiday,Yes
01/07/2018,16,22,217,97,7,0.26001013684744045,211,0.0,3.5,0.0,Summer,No Holiday,Yes
01/07/2018,15,23,215,97,15,0.2513938165230613,209,0.0,5.0,0.0,Summer,No Holiday,Yes
02/07/2018,26,0,214,97,6,0.3309680689305626,208,0.0,2.5,0.0,Summer,No Holiday,Yes
02/07/2018,28,1,213,97,10,0.7217435377597566,207,0.0,3.0,0.0,Summer,No Holiday,Yes
02/07/2018,17,2,212,97,8,0.5022807906741003,206,0.0,2.0,0.0,Summer,No Holiday,Yes
02/07/2018,23,3,211,96,24,0.4252407501267106,204,0.0,4.5,0.0,Summer,No Holiday,Yes
02/07/2018,58,4,208,97,10,1.0,203,0.0,4.0,0.0,Summer,No Holiday,Yes
02/07/2018,28,5,207,97,3,1.0,202,0.0,0.5,0.0,Summer,No Holiday,Yes
02/07/2018,40,6,207,97,3,0.6259503294475418,202,0.0,1.0,0.0,Summer,No Holiday,Yes
02/07/2018,126,7,207,97,4,0.8991383679675621,202,0.0,0.5,0.0,Summer,No Holiday,Yes
02/07/2018,104,8,208,96,4,0.8109477952356816,201,0.11,1.5,0.0,Summer,No Holiday,Yes
02/07/2018,128,9,210,97,13,0.40446021287379624,204,0.14,3.0,0.0,Summer,No Holiday,Yes
02/07/2018,27,10,214,97,6,0.2716675114039534,208,0.27,1.0,0.0,Summer,No Holiday,Yes
02/07/2018,153,11,217,97,5,0.2858590978205778,211,0.25,8.0,0.0,Summer,No Holiday,Yes
02/07/2018,218,12,224,97,10,0.4652812975164724,218,0.46,0.0,0.0,Summer,No Holiday,Yes
02/07/2018,304,13,226,97,6,0.17232640648758235,220,0.3,0.5,0.0,Summer,No Holiday,Yes
02/07/2018,381,14,233,96,3,0.20628484541307654,226,0.53,0.0,0.0,Summer,No Holiday,Yes
02/07/2018,619,15,242,93,10,0.2853522554485555,229,0.78,0.0,0.0,Summer,No Holiday,Yes
02/07/2018,839,16,252,87,9,0.2909275215408008,228,0.88,0.0,0.0,Summer,No Holiday,Yes
02/07/2018,861,17,253,87,6,0.366953877344146,229,0.49,0.0,0.0,Summer,No Holiday,Yes
02/07/2018,832,18,249,87,19,0.8692346680182462,225,0.25,0.0,0.0,Summer,No Holiday,Yes
02/07/2018,44,19,241,93,21,0.5529650278763304,228,0.23,1.5,0.0,Summer,No Holiday,Yes
02/07/2018,61,20,235,97,1,0.9057273188038519,229,0.04,24.0,0.0,Summer,No Holiday,Yes
02/07/2018,72,21,234,98,4,0.5124176381145463,230,0.0,1.0,0.0,Summer,No Holiday,Yes
02/07/2018,83,22,234,98,3,0.282818043588444,230,0.0,2.5,0.0,Summer,No Holiday,Yes
02/07/2018,168,23,234,98,3,0.3218449062341612,230,0.0,0.5,0.0,Summer,No Holiday,Yes
03/07/2018,349,0,232,98,2,0.45615813482007095,228,0.0,0.5,0.0,Summer,No Holiday,Yes
03/07/2018,407,1,231,98,0,0.4718702483527623,227,0.0,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,354,2,230,98,1,0.5063355296502787,226,0.0,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,233,3,228,98,0,0.8651799290420679,224,0.0,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,149,4,227,97,2,0.9026862645717182,221,0.0,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,224,5,226,97,0,0.6872782564622402,220,0.0,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,600,6,226,95,1,0.968068930562595,217,0.05,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,1308,7,235,86,2,0.9533705017739482,210,0.38,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,2135,8,243,83,5,0.9929042067916878,212,0.53,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,1156,9,257,76,8,0.9594526102382158,211,1.11,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,818,10,276,71,16,0.9341104916371008,218,2.14,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,906,11,292,66,14,0.9761784085149517,221,2.72,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,944,12,301,64,12,1.0,225,2.54,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,994,13,312,54,13,0.9802331474911302,207,3.11,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,1001,14,310,56,15,1.0,211,1.47,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,1069,15,320,54,12,0.9807399898631525,215,2.99,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,1325,16,313,52,12,1.0,202,1.63,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,1783,17,324,50,22,1.0,206,1.92,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,2965,18,322,57,18,0.9391789153573238,225,1.53,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,2598,19,304,62,9,1.0,222,0.65,0.1,0.0,Summer,No Holiday,Yes
03/07/2018,2398,20,288,72,9,1.0,232,0.11,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,2264,21,278,72,6,1.0,222,0.0,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,1948,22,269,78,6,0.9016725798276736,227,0.0,0.0,0.0,Summer,No Holiday,Yes
03/07/2018,1365,23,264,78,3,1.0,222,0.0,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,971,0,259,79,3,1.0,219,0.0,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,796,1,254,79,10,1.0,214,0.0,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,555,2,251,82,2,1.0,218,0.0,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,372,3,249,83,2,0.9275215408008108,218,0.0,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,234,4,247,82,3,1.0,214,0.0,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,316,5,242,86,2,1.0,217,0.0,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,747,6,240,84,1,0.9842878864673086,211,0.05,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,1450,7,246,78,5,1.0,205,0.33,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,2215,8,264,64,5,0.9538773441459706,190,1.33,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,1191,9,274,68,5,0.9700963000506841,209,1.31,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,831,10,285,65,15,0.7562088190572731,212,1.74,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,941,11,300,60,23,0.9295489102889001,213,2.61,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,1021,12,305,58,25,0.868727825646224,212,2.26,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,1007,13,310,60,26,0.8261530663963507,223,2.75,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,1005,14,313,58,30,0.7359351241763811,220,2.46,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,1038,15,311,57,37,0.9553978712620375,215,2.03,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,1306,16,316,57,27,0.9401926001013684,220,2.19,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,1856,17,312,56,34,0.9711099847947288,213,1.82,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,3080,18,300,60,25,0.9660415610745058,213,0.99,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,2637,19,282,64,28,0.9888494678155093,207,0.5,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,2415,20,271,67,29,0.9741510390268626,204,0.06,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,2274,21,262,70,22,0.9533705017739482,202,0.0,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,2091,22,251,73,25,0.9026862645717182,199,0.0,0.0,0.0,Summer,No Holiday,Yes
04/07/2018,1432,23,247,74,14,0.7952356817029903,197,0.0,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,1078,0,242,77,18,0.6781550937658388,199,0.0,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,846,1,239,79,17,0.5544855549923973,200,0.0,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,568,2,236,80,15,0.4318297009630005,199,0.0,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,376,3,235,81,9,0.4313228585909782,200,0.0,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,267,4,235,80,4,0.4546376077040041,198,0.0,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,326,5,235,80,3,0.41104916371008615,198,0.0,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,438,6,235,80,3,0.3755701976685251,198,0.0,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,828,7,235,90,5,0.21186011150532186,217,0.05,0.5,0.0,Summer,No Holiday,Yes
05/07/2018,1836,8,236,93,9,0.1424227065382666,223,0.21,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,1112,9,242,84,9,0.3066396350734921,213,0.49,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,827,10,256,75,11,0.5073492143943233,208,1.22,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,890,11,263,71,11,0.6654840344652813,206,0.86,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,996,12,270,68,11,0.8702483527622908,205,1.2,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,929,13,281,67,11,0.8844399391789153,213,1.43,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,933,14,283,67,30,0.6158134820070957,215,1.73,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,1011,15,288,66,9,0.9016725798276736,218,1.55,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,1105,16,282,71,17,1.0,224,0.96,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,1381,17,273,76,9,0.9853015712113532,226,0.52,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,2594,18,268,71,12,1.0,210,0.21,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,2309,19,267,69,14,1.0,205,0.36,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,2122,20,258,68,14,1.0,194,0.09,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,2063,21,252,67,15,1.0,186,0.0,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,1941,22,244,67,16,1.0,178,0.0,0.0,0.0,Summer,No Holiday,Yes
05/07/2018,1406,23,239,66,15,1.0,171,0.0,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,1075,0,235,65,19,1.0,165,0.0,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,839,1,231,66,16,1.0,163,0.0,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,558,2,228,65,18,1.0,158,0.0,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,403,3,226,66,15,1.0,159,0.0,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,273,4,226,66,9,1.0,159,0.0,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,311,5,225,66,15,1.0,158,0.0,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,723,6,224,65,16,1.0,154,0.01,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,1449,7,226,63,13,1.0,151,0.21,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,2273,8,232,60,17,1.0,149,0.58,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,1318,9,233,61,17,1.0,153,0.8,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,998,10,237,59,17,1.0,152,0.89,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,1024,11,239,59,21,1.0,153,1.08,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,1216,12,257,57,19,1.0,165,2.32,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,1210,13,262,53,21,1.0,158,2.23,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,1209,14,270,52,21,1.0,162,2.51,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,1346,15,269,51,20,1.0,159,1.95,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,1635,16,266,54,23,1.0,165,1.24,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,2282,17,266,52,22,1.0,159,1.02,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,3196,18,259,52,21,1.0,152,0.57,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,2557,19,250,52,22,1.0,144,0.37,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,2223,20,238,55,23,1.0,142,0.05,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,2183,21,231,54,21,1.0,132,0.0,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,1917,22,225,54,21,1.0,127,0.0,0.0,0.0,Summer,No Holiday,Yes
06/07/2018,1458,23,220,55,17,1.0,125,0.0,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1191,0,215,56,18,1.0,123,0.0,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1079,1,211,57,20,1.0,122,0.0,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,760,2,207,58,15,1.0,121,0.0,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,545,3,204,59,10,1.0,121,0.0,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,331,4,200,63,18,1.0,127,0.0,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,273,5,198,63,14,1.0,125,0.0,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,396,6,195,61,15,1.0,117,0.03,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,567,7,196,57,16,1.0,108,0.42,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,832,8,212,52,16,0.9989863152559553,109,1.2,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1009,9,226,51,17,1.0,119,1.87,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1050,10,240,49,17,1.0,126,2.48,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1129,11,250,48,15,0.9929042067916878,132,2.95,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1328,12,264,47,17,1.0,141,3.26,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1399,13,275,43,20,1.0,137,3.41,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1430,14,283,43,16,0.9700963000506841,145,3.33,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1579,15,287,42,13,1.0,145,2.98,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1764,16,289,44,16,0.9989863152559553,154,2.2,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,2020,17,289,45,14,1.0,157,1.89,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,2238,18,278,48,12,1.0,157,0.91,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,2352,19,261,51,14,1.0,151,0.32,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,2232,20,246,51,17,1.0,137,0.07,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,2235,21,234,52,14,1.0,129,0.0,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1921,22,226,51,17,1.0,119,0.0,0.0,0.0,Summer,No Holiday,Yes
07/07/2018,1416,23,217,51,17,1.0,111,0.0,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,1208,0,207,51,17,1.0,101,0.0,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,946,1,199,52,16,1.0,97,0.0,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,648,2,193,54,14,1.0,97,0.0,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,460,3,188,56,12,1.0,98,0.0,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,277,4,184,57,11,1.0,97,0.0,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,253,5,181,57,14,1.0,94,0.0,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,267,6,178,58,11,1.0,94,0.04,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,410,7,182,54,12,1.0,87,0.42,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,684,8,191,53,17,0.9756715661429295,92,0.8,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,787,9,208,51,15,0.9863152559553978,102,1.65,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,867,10,225,48,16,0.9695894576786619,109,2.33,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,1053,11,238,47,21,1.0,118,2.59,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,1237,12,250,46,19,0.9711099847947288,125,2.93,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,1442,13,261,45,18,1.0,132,3.33,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,1517,14,271,41,14,0.9700963000506841,127,3.24,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,1693,15,276,37,19,1.0,115,2.58,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,2070,16,279,39,12,1.0,126,2.16,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,2266,17,274,44,17,1.0,140,1.17,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,2351,18,267,48,10,1.0,147,0.53,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,2272,19,263,51,17,1.0,153,0.18,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,2348,20,257,53,13,1.0,153,0.03,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,2055,21,253,55,14,1.0,156,0.0,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,1717,22,250,57,10,1.0,158,0.0,0.0,0.0,Summer,No Holiday,Yes
08/07/2018,1252,23,246,60,26,1.0,163,0.0,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,900,0,242,61,17,1.0,161,0.0,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,554,1,237,64,8,1.0,164,0.0,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,387,2,227,63,9,1.0,152,0.0,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,285,3,219,63,13,1.0,145,0.0,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,206,4,214,63,15,1.0,140,0.0,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,301,5,211,64,15,1.0,140,0.0,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,486,6,210,64,10,1.0,139,0.03,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,451,7,209,66,14,1.0,143,0.1,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,670,8,207,73,8,1.0,156,0.3,0.2,0.0,Summer,No Holiday,Yes
09/07/2018,575,9,211,72,10,0.9908768373035985,158,0.52,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,217,10,211,73,12,0.978205778003041,160,0.4,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,186,11,206,82,10,1.0,174,0.29,0.3,0.0,Summer,No Holiday,Yes
09/07/2018,71,12,207,83,6,0.6168271667511404,177,0.32,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,99,13,203,87,10,0.377090724784592,180,0.31,0.5,0.0,Summer,No Holiday,Yes
09/07/2018,110,14,202,89,10,0.926001013684744,183,0.27,0.5,0.0,Summer,No Holiday,Yes
09/07/2018,59,15,203,90,9,0.6735935124176381,185,0.34,0.0,0.0,Summer,No Holiday,Yes
09/07/2018,68,16,202,91,12,0.8160162189559047,186,0.42,1.0,0.0,Summer,No Holiday,Yes
09/07/2018,104,17,203,93,14,0.8398378104409528,191,0.32,1.0,0.0,Summer,No Holiday,Yes
09/07/2018,140,18,203,93,13,0.9148504815002534,191,0.22,0.5,0.0,Summer,No Holiday,Yes
09/07/2018,68,19,204,94,11,0.8829194120628484,193,0.14,0.5,0.0,Summer,No Holiday,Yes
09/07/2018,48,20,203,95,8,0.6817029903699949,194,0.02,1.0,0.0,Summer,No Holiday,Yes
09/07/2018,95,21,203,96,10,0.4967055245818551,196,0.0,1.5,0.0,Summer,No Holiday,Yes
09/07/2018,71,22,204,96,11,0.8180435884439938,197,0.0,0.5,0.0,Summer,No Holiday,Yes
09/07/2018,40,23,204,96,6,0.5625950329447541,197,0.0,1.0,0.0,Summer,No Holiday,Yes
10/07/2018,29,0,204,97,3,0.07906741003547897,199,0.0,5.5,0.0,Summer,No Holiday,Yes
10/07/2018,39,1,204,97,3,0.08413583375570198,199,0.0,8.5,0.0,Summer,No Holiday,Yes
10/07/2018,84,2,205,98,5,0.2883933096806893,201,0.0,6.5,0.0,Summer,No Holiday,Yes
10/07/2018,136,3,206,98,8,0.9929042067916878,202,0.0,0.5,0.0,Summer,No Holiday,Yes
10/07/2018,133,4,206,97,5,0.9944247339077545,201,0.0,0.0,0.0,Summer,No Holiday,Yes
10/07/2018,174,5,206,97,6,1.0,201,0.0,0.0,0.0,Summer,No Holiday,Yes
