date,rented_bike_count,hour,temp_celcius,humidity_percent,wind_speed_m_per_s,visibility_10m,dew_point_temp_celcius,solar_radiation_mj_per_m2,rainfall_mm,snowfall_cm,seasons,holiday,functioning_day,day_of_week,holiday_code,functioning_day_code,seasons_code
2018-04-19,281,2,88,49,7,0.6310187531677648,-13,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,206,3,86,53,15,0.5869234668018246,-4,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,125,4,83,53,11,0.4967055245818551,-7,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,153,5,79,59,14,0.49569183983781046,3,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,367,6,76,55,12,0.5038013177901672,-8,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,254,7,77,48,4,0.548910288900152,-26,0.19,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,20,8,96,39,8,0.49467815509376584,-37,0.79,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,316,9,124,29,15,0.6857577293461733,-51,1.49,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,139,10,147,29,17,0.52863659401926,-31,2.07,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,795,11,161,23,25,0.6761277242777496,-50,2.52,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,919,12,178,21,27,0.6629498226051698,-48,2.79,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,930,13,192,17,22,0.7202230106436898,-64,2.89,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,996,14,205,17,31,0.752660922453117,-54,2.83,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,1039,15,202,21,48,0.5747592498732893,-28,2.53,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,1198,16,198,25,44,0.5600608210846426,-8,2.02,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,1534,17,201,27,19,0.5377597567156613,4,1.38,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,2198,18,191,31,30,0.4718702483527623,15,0.7,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,1489,19,174,34,22,0.3811454637607704,13,0.16,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,1313,20,155,38,17,0.3639128231120122,12,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,1165,21,142,44,24,0.6401419158641662,21,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,1054,22,134,49,11,0.658388241256969,28,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-19,677,23,129,51,17,0.5945261023821591,29,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-20,553,0,124,56,5,0.5073492143943233,38,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,436,1,118,60,2,0.4515965534718703,42,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,305,2,117,63,5,0.44450076026355806,48,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,188,3,113,61,3,0.45970603142422706,40,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,134,4,114,60,8,0.45869234668018244,38,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,168,5,114,60,4,0.41763811454637606,38,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,414,6,112,63,7,0.40243284338570706,44,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,979,7,113,62,7,0.3786112519006589,42,0.17,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,1659,8,130,54,12,0.36036492650785606,38,0.68,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,962,9,158,42,9,0.3324885960466295,28,1.37,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,708,10,182,36,10,0.3005575266092245,28,1.99,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,805,11,206,34,22,0.34363912823112014,41,2.51,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,1019,12,225,33,18,0.439432336543335,54,2.88,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,973,13,242,30,15,0.4095286365940193,55,3.03,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,970,14,259,28,22,0.39584389254941715,59,2.92,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,1080,15,261,27,18,0.2807906741003548,56,2.59,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,1206,16,257,30,34,0.2904206791687785,68,2.07,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,1543,17,256,30,23,0.3264064875823619,67,1.47,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,2268,18,247,33,23,0.3345159655347187,73,0.78,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,1578,19,229,35,18,0.3482007095793208,66,0.22,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,1358,20,211,43,18,0.38570704510897114,80,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,1213,21,192,50,15,0.4130765331981754,85,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,1183,22,182,52,13,0.40091231626964013,81,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-20,891,23,173,57,6,0.39533705017739484,86,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-21,707,0,163,59,2,0.36948808920425746,82,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,628,1,155,60,11,0.319817536746072,77,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,436,2,147,63,18,0.2959959452610238,77,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,307,3,142,62,14,0.2818043588443994,70,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,166,4,136,67,16,0.25038013177901675,75,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,122,5,130,70,5,0.18144956918398378,76,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,184,6,123,67,5,0.23112012164216927,63,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,324,7,125,68,11,0.21794221996958946,67,0.22,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,600,8,146,54,9,0.20476431829700964,53,0.89,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,647,9,181,33,11,0.24581855043081602,15,1.61,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,702,10,206,24,20,0.4678155093765839,-7,2.29,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,872,11,231,19,20,0.5803345159655346,-18,2.85,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,1130,12,243,14,33,0.8484541307653319,-49,3.19,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,1315,13,246,10,27,1.0,-90,3.31,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,1511,14,250,14,38,0.9280283831728332,-43,3.29,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,1730,15,250,13,41,1.0,-53,2.98,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,1942,16,248,13,33,0.9771920932589964,-55,2.5,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,2032,17,232,12,36,1.0,-78,1.69,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,1986,18,222,11,30,1.0,-97,0.98,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,1711,19,207,15,20,1.0,-69,0.34,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,1581,20,191,18,12,1.0,-58,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,1491,21,178,21,12,1.0,-48,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,1292,22,167,28,10,0.9979726305119108,-19,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-21,988,23,160,33,5,0.9979726305119108,-2,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
2018-04-22,826,0,159,35,3,0.9974657881398885,4,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,578,1,159,39,2,1.0,19,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,410,2,154,41,5,0.6548403446528129,21,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,289,3,152,31,3,1.0,-18,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,192,4,149,35,8,1.0,-4,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,136,5,148,38,6,1.0,5,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,155,6,146,42,5,1.0,18,0.0,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,278,7,150,41,3,1.0,18,0.12,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,429,8,163,40,8,0.9908768373035985,26,0.25,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,247,9,169,45,9,0.9787126203750633,48,0.27,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,486,10,163,62,8,0.8170299036999492,89,0.27,0.3,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,424,11,174,54,9,0.9189052204764317,79,0.51,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,631,12,189,44,9,0.9543841865179928,63,0.75,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,842,13,205,35,11,1.0,44,1.13,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,384,14,207,32,15,0.9979726305119108,33,0.69,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,234,15,196,44,24,0.9417131272174353,70,0.47,0.2,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,103,16,191,52,9,0.7886467308667005,90,0.37,0.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,46,17,179,65,12,0.4754181449569184,112,0.13,1.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,63,18,161,73,13,0.6441966548403446,112,0.11,0.5,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,32,19,152,64,17,0.5869234668018246,84,0.02,0.5,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,12,20,133,80,18,0.40243284338570706,99,0.0,1.5,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,24,21,120,86,23,0.3314749113025849,97,0.0,2.5,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,13,22,116,89,20,0.22402432843385708,98,0.0,4.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-22,18,23,113,94,16,0.17283324885960466,103,0.0,3.0,0.0,Spring,No Holiday,Yes,Sunday,0,1,1
2018-04-23,81,0,107,94,26,0.22807906741003547,97,0.0,2.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,41,1,106,87,23,0.7582361885453623,85,0.0,0.1,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,21,2,102,90,22,0.23466801824632538,86,0.0,0.9,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,8,3,99,93,23,0.4880892042574759,88,0.0,0.5,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,2,4,95,95,24,0.1941206284845413,87,0.0,3.5,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,6,5,92,95,23,0.1910795742524075,84,0.0,2.5,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,5,6,91,95,27,0.17536746071971618,83,0.0,7.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,17,7,90,95,23,0.1353269133299544,82,0.0,6.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,25,8,88,95,28,0.24936644703497213,80,0.03,5.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,9,9,85,95,26,0.21287379624936645,77,0.1,8.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,12,10,86,95,25,0.27927014698428787,78,0.2,4.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,10,11,89,91,22,0.20780537252914344,75,0.29,1.5,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,10,12,90,96,19,0.23010643689812468,83,0.43,5.5,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,11,13,93,95,23,0.198682209832742,85,0.4,2.5,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,17,14,94,96,26,0.1403953370501774,87,0.39,4.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,14,15,95,96,22,0.16371008616320323,88,0.31,1.5,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,41,16,96,96,17,0.70045615813482,89,0.23,1.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,42,17,94,95,19,0.32083122149011656,86,0.11,0.5,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,39,18,94,96,19,0.2904206791687785,87,0.07,1.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,50,19,94,95,18,0.2554485554992397,86,0.03,1.5,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,37,20,94,95,16,0.3613786112519007,86,0.0,1.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,82,21,94,94,21,0.4267612772427775,84,0.0,1.5,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,164,22,96,90,19,1.0,80,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-23,233,23,98,87,19,1.0,77,0.0,0.0,0.0,Spring,No Holiday,Yes,Monday,0,1,1
2018-04-24,213,0,98,86,13,1.0,75,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,157,1,101,83,16,1.0,73,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,68,2,101,83,14,1.0,73,0.0,0.1,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,35,3,96,94,13,0.2513938165230613,86,0.0,2.4,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,34,4,95,94,12,1.0,85,0.0,0.5,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,77,5,94,93,13,1.0,83,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,262,6,96,87,20,1.0,75,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,751,7,98,84,13,1.0,72,0.04,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,1502,8,105,79,13,1.0,70,0.29,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,814,9,120,71,14,1.0,68,0.92,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,638,10,129,68,13,1.0,71,0.97,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,710,11,141,62,16,1.0,69,1.08,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,925,12,152,57,19,1.0,67,1.33,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,923,13,159,53,21,1.0,63,1.54,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,942,14,160,52,17,1.0,61,1.22,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,971,15,161,52,15,1.0,62,0.93,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,1118,16,155,52,17,1.0,56,0.7,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,1462,17,151,52,19,1.0,53,0.64,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,2318,18,141,43,16,1.0,16,0.36,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,1580,19,133,37,12,1.0,-11,0.12,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,1332,20,126,49,8,1.0,21,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,1372,21,115,47,11,1.0,5,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,1215,22,104,43,7,1.0,-16,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-24,725,23,96,44,7,1.0,-20,0.0,0.0,0.0,Spring,No Holiday,Yes,Tuesday,0,1,1
2018-04-25,536,0,89,55,7,1.0,3,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,444,1,84,58,11,1.0,6,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,306,2,77,60,3,0.9964521033958438,4,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,206,3,71,60,3,1.0,-1,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,117,4,64,66,5,1.0,4,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,148,5,60,63,5,0.991890522047643,-5,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,449,6,58,55,3,1.0,-25,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1123,7,64,51,3,0.9812468322351748,-30,0.27,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1900,8,88,37,9,0.9690826153066395,-51,0.89,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1066,9,117,32,8,0.9300557526609224,-44,1.6,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,756,10,148,29,6,0.8727825646224023,-30,2.2,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,938,11,175,25,13,0.9204257475924987,-27,2.74,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1192,12,194,20,11,0.8291941206284845,-41,3.08,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1141,13,208,23,17,0.7298530157121135,-11,3.18,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1161,14,221,22,21,0.7313735428281803,-6,3.12,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1180,15,228,21,21,0.767866193613786,-6,2.75,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1447,16,231,19,31,0.9346173340091231,-18,2.26,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1878,17,229,23,28,0.9923973644196655,6,1.64,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,2807,18,212,32,38,0.9630005068423719,38,0.94,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1958,19,182,36,35,1.0,28,0.29,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1651,20,168,29,43,0.9853015712113532,-13,0.01,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1593,21,159,35,14,0.9994931576279777,4,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,1382,22,152,35,12,0.9994931576279777,-1,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-25,906,23,140,45,6,0.9498226051697921,22,0.0,0.0,0.0,Spring,No Holiday,Yes,Wednesday,0,1,1
2018-04-26,692,0,131,47,3,0.9376583882412569,20,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,546,1,124,55,10,0.9168778509883426,35,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,409,2,119,57,10,0.8950836289913836,36,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,239,3,113,66,10,0.7496198682209833,51,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,140,4,107,70,7,0.6979219462747085,54,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,180,5,102,73,8,0.5625950329447541,55,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,452,6,100,72,8,0.6031424227065382,51,0.01,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1124,7,107,68,8,0.5402939685757728,50,0.27,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1933,8,117,62,6,0.4708565636087177,46,0.62,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1027,9,140,54,15,0.5205271160669032,48,1.37,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,745,10,167,47,22,0.5676634566649771,53,2.26,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,930,11,181,42,27,0.5499239736441967,49,2.17,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1197,12,196,36,22,0.4738976178408515,41,2.55,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1084,13,206,30,24,0.5174860618347693,23,2.67,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1123,14,216,28,31,0.7029903699949315,22,2.84,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1227,15,219,23,26,0.7278256462240242,-1,2.66,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1386,16,217,23,25,0.6979219462747085,-3,1.97,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1796,17,207,30,33,0.737455651292448,24,1.48,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,2574,18,174,45,31,0.5397871262037506,53,0.75,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1891,19,152,45,33,0.5631018753167765,33,0.24,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1531,20,144,50,27,0.6026355803345159,40,0.01,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1447,21,134,60,22,0.7551951343132285,57,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,1146,22,127,61,22,0.9741510390268626,53,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-26,851,23,121,58,19,0.8575772934617334,40,0.0,0.0,0.0,Spring,No Holiday,Yes,Thursday,0,1,1
2018-04-27,663,0,118,59,24,0.7643182970096299,40,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,562,1,115,57,18,0.7318803852002027,32,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,361,2,112,58,14,0.6224024328433857,32,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,258,3,107,63,11,0.4875823618854536,39,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,140,4,102,65,15,0.4779523568170299,39,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,170,5,99,69,11,0.39584389254941715,44,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,427,6,99,66,15,0.4581855043081602,38,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1129,7,101,63,7,0.5757729346173339,33,0.22,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1922,8,116,58,14,0.5691839837810441,36,0.79,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,985,9,132,57,8,0.49467815509376584,48,1.39,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,789,10,153,50,10,0.4647744551444501,49,1.97,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,986,11,177,44,15,0.4652812975164724,52,2.51,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1142,12,195,40,11,0.5210339584389254,55,2.89,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1133,13,210,36,10,0.5762797769893563,53,2.99,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1115,14,222,32,28,0.5560060821084643,47,2.91,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1253,15,227,29,16,0.606183476938672,37,2.66,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1446,16,232,33,24,0.4267612772427775,60,2.12,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1877,17,218,41,30,0.3218449062341612,79,1.44,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,2577,18,203,47,25,0.34363912823112014,86,0.77,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1812,19,187,53,27,0.3679675620881906,89,0.24,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1499,20,169,41,31,0.5235681702990369,35,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1362,21,157,51,19,0.39483020780537254,55,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,1278,22,147,63,14,0.26710593005575267,77,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-27,975,23,140,66,12,0.24936644703497213,77,0.0,0.0,0.0,Spring,No Holiday,Yes,Friday,0,1,1
2018-04-28,777,0,133,70,16,0.22605169792194627,79,0.0,0.0,0.0,Spring,No Holiday,Yes,Saturday,0,1,1
